assignment_id,experiment_id,user_id,variant,assigned_date,first_exposure_date
582,1,4428,treatment,2024-08-04,2024-08-17
583,1,8885,control,2024-08-03,2024-08-05
584,1,10944,treatment,2024-08-06,2024-08-07
585,1,3172,control,2024-08-03,2024-08-14
586,1,5628,treatment,2024-08-03,2024-08-13
587,1,13202,control,2024-08-02,2024-08-02
588,1,19676,treatment,2024-08-06,2024-08-18
589,1,4546,control,2024-08-03,2024-08-03
590,1,19927,treatment,2024-08-06,2024-08-16
591,1,12673,control,2024-08-06,2024-08-10
592,1,293,treatment,2024-08-07,2024-08-12
593,1,12804,control,2024-08-05,2024-08-15
594,1,16882,treatment,2024-08-01,2024-08-08
595,1,17648,control,2024-08-07,2024-08-15
596,1,2807,treatment,2024-08-06,2024-08-13
597,1,7699,control,2024-08-07,2024-08-10
598,1,16547,treatment,2024-08-04,2024-08-12
599,1,11374,control,2024-08-07,2024-08-16
600,1,5164,treatment,2024-08-01,2024-08-04
601,1,19512,control,2024-08-07,2024-08-10
602,1,15315,treatment,2024-08-02,2024-08-03
603,1,8354,control,2024-08-05,2024-08-18
604,1,16166,treatment,2024-08-06,2024-08-15
605,1,25180,control,2024-08-07,2024-08-19
606,1,14431,treatment,2024-08-07,2024-08-17
607,1,10416,control,2024-08-02,2024-08-05
608,1,3156,treatment,2024-08-07,2024-08-18
609,1,24650,control,2024-08-02,2024-08-07
610,1,18621,treatment,2024-08-04,2024-08-04
611,1,5791,control,2024-08-05,2024-08-09
612,1,10675,treatment,2024-08-05,2024-08-08
613,1,1326,control,2024-08-01,2024-08-12
614,1,11902,treatment,2024-08-06,2024-08-09
615,1,16266,control,2024-08-04,2024-08-12
616,1,23617,treatment,2024-08-02,2024-08-10
617,1,11095,control,2024-08-03,2024-08-09
618,1,19445,treatment,2024-08-07,2024-08-20
619,1,23611,control,2024-08-01,2024-08-14
620,1,12752,treatment,2024-08-01,2024-08-07
621,1,21174,control,2024-08-06,2024-08-11
622,1,745,treatment,2024-08-02,2024-08-11
623,1,25448,control,2024-08-01,2024-08-08
624,1,14054,treatment,2024-08-04,2024-08-06
625,1,23964,control,2024-08-04,2024-08-15
626,1,12054,treatment,2024-08-05,2024-08-12
627,1,24341,control,2024-08-07,2024-08-16
628,1,22555,treatment,2024-08-04,2024-08-05
629,1,25651,control,2024-08-03,2024-08-16
630,1,2519,treatment,2024-08-02,2024-08-05
631,1,4731,control,2024-08-06,2024-08-18
632,1,2263,treatment,2024-08-01,2024-08-10
633,1,24042,control,2024-08-01,2024-08-10
634,1,601,treatment,2024-08-01,2024-08-04
635,1,9852,control,2024-08-05,2024-08-10
636,1,15975,treatment,2024-08-05,2024-08-13
637,1,20502,control,2024-08-05,2024-08-07
638,1,10739,treatment,2024-08-05,2024-08-17
639,1,1570,control,2024-08-03,2024-08-07
640,1,16793,treatment,2024-08-06,2024-08-12
641,1,15184,control,2024-08-01,2024-08-07
642,1,8856,treatment,2024-08-03,2024-08-09
643,1,24234,control,2024-08-04,2024-08-08
644,1,23152,treatment,2024-08-05,2024-08-13
645,1,14938,control,2024-08-02,2024-08-12
646,1,22687,treatment,2024-08-06,2024-08-09
647,1,7378,control,2024-08-01,2024-08-02
648,1,23852,treatment,2024-08-03,2024-08-09
649,1,9681,control,2024-08-02,2024-08-08
650,1,1712,treatment,2024-08-05,2024-08-09
651,1,7772,control,2024-08-07,2024-08-20
652,1,20785,treatment,2024-08-05,2024-08-10
653,1,23665,control,2024-08-06,2024-08-10
654,1,4508,treatment,2024-08-03,2024-08-07
655,1,11359,control,2024-08-01,2024-08-04
656,1,6663,treatment,2024-08-02,2024-08-12
657,1,15654,control,2024-08-05,2024-08-09
658,1,18026,treatment,2024-08-03,2024-08-14
659,1,193,control,2024-08-07,2024-08-20
660,1,18130,treatment,2024-08-04,2024-08-13
661,1,5392,control,2024-08-06,2024-08-10
662,1,572,treatment,2024-08-03,2024-08-10
663,1,15114,control,2024-08-04,2024-08-10
664,1,23735,treatment,2024-08-02,2024-08-11
665,1,25073,control,2024-08-07,2024-08-20
666,1,23280,treatment,2024-08-04,2024-08-17
667,1,23778,control,2024-08-01,2024-08-13
668,1,16492,treatment,2024-08-04,2024-08-11
669,1,9386,control,2024-08-03,2024-08-08
670,1,8521,treatment,2024-08-07,2024-08-09
671,1,23960,control,2024-08-06,2024-08-13
672,1,1307,treatment,2024-08-04,2024-08-11
673,1,21470,control,2024-08-02,2024-08-12
674,1,15456,treatment,2024-08-05,2024-08-10
675,1,25472,control,2024-08-03,2024-08-06
676,1,14124,treatment,2024-08-01,2024-08-02
677,1,6603,control,2024-08-06,2024-08-18
678,1,829,treatment,2024-08-03,2024-08-15
679,1,18392,control,2024-08-02,2024-08-05
680,1,12380,treatment,2024-08-07,2024-08-17
681,1,22537,control,2024-08-03,2024-08-12
682,1,9414,treatment,2024-08-02,2024-08-12
683,1,16470,control,2024-08-02,2024-08-10
684,1,1802,treatment,2024-08-01,2024-08-10
685,1,8336,control,2024-08-01,2024-08-07
686,1,1666,treatment,2024-08-03,2024-08-10
687,1,8477,control,2024-08-07,2024-08-17
688,1,21271,treatment,2024-08-01,2024-08-14
689,1,26556,control,2024-08-04,2024-08-14
690,1,8863,treatment,2024-08-02,2024-08-12
691,1,1447,control,2024-08-06,2024-08-18
692,1,3622,treatment,2024-08-04,2024-08-12
693,1,22566,control,2024-08-01,2024-08-07
694,1,13640,treatment,2024-08-07,2024-08-14
695,1,3015,control,2024-08-07,2024-08-12
696,1,19414,treatment,2024-08-03,2024-08-05
697,1,15557,control,2024-08-04,2024-08-08
698,1,25338,treatment,2024-08-06,2024-08-11
699,1,13457,control,2024-08-06,2024-08-19
700,1,17694,treatment,2024-08-07,2024-08-11
701,1,23059,control,2024-08-02,2024-08-15
702,1,22932,treatment,2024-08-02,2024-08-03
703,1,12434,control,2024-08-05,2024-08-17
704,1,12157,treatment,2024-08-06,2024-08-18
705,1,6256,control,2024-08-03,2024-08-14
706,1,12307,treatment,2024-08-06,2024-08-11
707,1,23822,control,2024-08-02,2024-08-12
708,1,10326,treatment,2024-08-02,2024-08-11
709,1,7174,control,2024-08-06,2024-08-15
710,1,19281,treatment,2024-08-05,2024-08-06
711,1,114,control,2024-08-06,2024-08-08
712,1,11142,treatment,2024-08-03,2024-08-09
713,1,21205,control,2024-08-01,2024-08-05
714,1,19536,treatment,2024-08-01,2024-08-02
715,1,10347,control,2024-08-05,2024-08-14
716,1,6654,treatment,2024-08-07,2024-08-15
717,1,24671,control,2024-08-07,2024-08-15
718,1,7331,treatment,2024-08-03,2024-08-14
719,1,13564,control,2024-08-02,2024-08-13
720,1,19807,treatment,2024-08-03,2024-08-15
721,1,10315,control,2024-08-07,2024-08-20
722,1,24517,treatment,2024-08-02,2024-08-08
723,1,15419,control,2024-08-03,2024-08-10
724,1,3841,treatment,2024-08-03,2024-08-14
725,1,24138,control,2024-08-05,2024-08-10
726,1,21186,treatment,2024-08-03,2024-08-14
727,1,10725,control,2024-08-01,2024-08-06
728,1,5600,treatment,2024-08-05,2024-08-05
729,1,18961,control,2024-08-06,2024-08-14
730,1,4583,treatment,2024-08-04,2024-08-14
731,1,5515,control,2024-08-02,2024-08-09
732,1,9892,treatment,2024-08-05,2024-08-07
733,1,22609,control,2024-08-05,2024-08-16
734,1,26510,treatment,2024-08-01,2024-08-12
735,1,5860,control,2024-08-04,2024-08-10
736,1,26148,treatment,2024-08-07,2024-08-10
737,1,21628,control,2024-08-03,2024-08-04
738,1,8180,treatment,2024-08-07,2024-08-11
739,1,12455,control,2024-08-04,2024-08-12
740,1,3931,treatment,2024-08-02,2024-08-15
741,1,13231,control,2024-08-03,2024-08-11
742,1,6281,treatment,2024-08-04,2024-08-15
743,1,10318,control,2024-08-05,2024-08-14
744,1,15028,treatment,2024-08-05,2024-08-14
745,1,24843,control,2024-08-05,2024-08-09
746,1,619,treatment,2024-08-03,2024-08-09
747,1,16349,control,2024-08-07,2024-08-10
748,1,14398,treatment,2024-08-01,2024-08-01
749,1,1822,control,2024-08-01,2024-08-05
750,1,7132,treatment,2024-08-04,2024-08-09
751,1,20824,control,2024-08-03,2024-08-08
752,1,2772,treatment,2024-08-04,2024-08-14
753,1,548,control,2024-08-01,2024-08-11
754,1,16641,treatment,2024-08-01,2024-08-14
755,1,3635,control,2024-08-04,2024-08-09
756,1,22467,treatment,2024-08-03,2024-08-14
757,1,5665,control,2024-08-02,2024-08-02
758,1,12918,treatment,2024-08-01,2024-08-11
759,1,4709,control,2024-08-03,2024-08-12
760,1,22959,treatment,2024-08-06,2024-08-16
761,1,3230,control,2024-08-03,2024-08-12
762,1,10162,treatment,2024-08-03,2024-08-10
763,1,26225,control,2024-08-04,2024-08-10
764,1,8338,treatment,2024-08-03,2024-08-14
765,1,14810,control,2024-08-06,2024-08-12
766,1,24864,treatment,2024-08-01,2024-08-02
767,1,17393,control,2024-08-05,2024-08-05
768,1,12599,treatment,2024-08-06,2024-08-17
769,1,11974,control,2024-08-02,2024-08-13
770,1,13381,treatment,2024-08-04,2024-08-05
771,1,12107,control,2024-08-01,2024-08-10
772,1,9578,treatment,2024-08-06,2024-08-18
773,1,15752,control,2024-08-03,2024-08-05
774,1,15520,treatment,2024-08-04,2024-08-06
775,1,2286,control,2024-08-05,2024-08-08
776,1,1181,treatment,2024-08-01,2024-08-06
777,1,14970,control,2024-08-07,2024-08-08
778,1,14503,treatment,2024-08-04,2024-08-11
779,1,18876,control,2024-08-01,2024-08-02
780,1,24194,treatment,2024-08-04,2024-08-12
781,1,3136,control,2024-08-01,2024-08-02
782,1,3864,treatment,2024-08-04,2024-08-13
783,1,26378,control,2024-08-07,2024-08-13
784,1,16058,treatment,2024-08-04,2024-08-16
785,1,25948,control,2024-08-02,2024-08-04
786,1,24780,treatment,2024-08-03,2024-08-09
787,1,13919,control,2024-08-06,2024-08-17
788,1,13274,treatment,2024-08-02,2024-08-14
789,1,25773,control,2024-08-07,2024-08-20
790,1,20716,treatment,2024-08-03,2024-08-07
791,1,2826,control,2024-08-01,2024-08-05
792,1,21985,treatment,2024-08-06,2024-08-12
793,1,5643,control,2024-08-07,2024-08-16
794,1,8602,treatment,2024-08-03,2024-08-11
795,1,20653,control,2024-08-04,2024-08-07
796,1,25739,treatment,2024-08-06,2024-08-15
797,1,21656,control,2024-08-03,2024-08-10
798,1,14152,treatment,2024-08-05,2024-08-09
799,1,17169,control,2024-08-03,2024-08-09
800,1,11298,treatment,2024-08-03,2024-08-08
801,1,3329,control,2024-08-07,2024-08-07
802,1,20835,treatment,2024-08-03,2024-08-12
803,1,18981,control,2024-08-01,2024-08-12
804,1,16723,treatment,2024-08-01,2024-08-12
805,1,25975,control,2024-08-05,2024-08-16
806,1,17674,treatment,2024-08-04,2024-08-12
807,1,18032,control,2024-08-05,2024-08-05
808,1,6988,treatment,2024-08-05,2024-08-11
809,1,19361,control,2024-08-02,2024-08-14
810,1,8526,treatment,2024-08-02,2024-08-06
811,1,4368,control,2024-08-02,2024-08-02
812,1,14456,treatment,2024-08-01,2024-08-04
813,1,9478,control,2024-08-01,2024-08-13
814,1,21099,treatment,2024-08-07,2024-08-14
815,1,2241,control,2024-08-04,2024-08-11
816,1,15168,treatment,2024-08-06,2024-08-10
817,1,4047,control,2024-08-04,2024-08-04
818,1,13793,treatment,2024-08-04,2024-08-08
819,1,23021,control,2024-08-05,2024-08-13
820,1,25982,treatment,2024-08-01,2024-08-04
821,1,2492,control,2024-08-01,2024-08-07
822,1,18226,treatment,2024-08-03,2024-08-14
823,1,24314,control,2024-08-07,2024-08-16
824,1,10571,treatment,2024-08-02,2024-08-04
825,1,20694,control,2024-08-05,2024-08-15
826,1,14417,treatment,2024-08-05,2024-08-15
827,1,12418,control,2024-08-06,2024-08-18
828,1,4721,treatment,2024-08-03,2024-08-08
829,1,18363,control,2024-08-03,2024-08-07
830,1,24038,treatment,2024-08-06,2024-08-16
831,1,16073,control,2024-08-02,2024-08-10
832,1,24950,treatment,2024-08-03,2024-08-04
833,1,10097,control,2024-08-01,2024-08-14
834,1,1640,treatment,2024-08-04,2024-08-17
835,1,21863,control,2024-08-04,2024-08-07
836,1,1459,treatment,2024-08-06,2024-08-10
837,1,16566,control,2024-08-05,2024-08-08
838,1,3782,treatment,2024-08-07,2024-08-17
839,1,21670,control,2024-08-05,2024-08-12
840,1,1977,treatment,2024-08-02,2024-08-02
841,1,16737,control,2024-08-03,2024-08-04
842,1,20445,treatment,2024-08-03,2024-08-12
843,1,4327,control,2024-08-05,2024-08-14
844,1,16815,treatment,2024-08-07,2024-08-20
845,1,11567,control,2024-08-06,2024-08-09
846,1,22529,treatment,2024-08-03,2024-08-16
847,1,22099,control,2024-08-03,2024-08-03
848,1,13929,treatment,2024-08-05,2024-08-18
849,1,15703,control,2024-08-01,2024-08-03
850,1,20823,treatment,2024-08-02,2024-08-11
851,1,17430,control,2024-08-03,2024-08-12
852,1,13372,treatment,2024-08-03,2024-08-05
853,1,5480,control,2024-08-06,2024-08-09
854,1,14266,treatment,2024-08-02,2024-08-08
855,1,15743,control,2024-08-06,2024-08-09
856,1,22766,treatment,2024-08-07,2024-08-16
857,1,16329,control,2024-08-01,2024-08-10
858,1,14744,treatment,2024-08-03,2024-08-15
859,1,16125,control,2024-08-05,2024-08-16
860,1,9952,treatment,2024-08-04,2024-08-11
861,1,11320,control,2024-08-01,2024-08-14
862,1,12816,treatment,2024-08-03,2024-08-06
863,1,14891,control,2024-08-07,2024-08-19
864,1,8972,treatment,2024-08-03,2024-08-16
865,1,10159,control,2024-08-07,2024-08-07
866,1,3918,treatment,2024-08-05,2024-08-14
867,1,6979,control,2024-08-07,2024-08-12
868,1,17692,treatment,2024-08-03,2024-08-11
869,1,2447,control,2024-08-04,2024-08-04
870,1,7317,treatment,2024-08-07,2024-08-14
871,1,15600,control,2024-08-05,2024-08-13
872,1,25339,treatment,2024-08-06,2024-08-12
873,1,16484,control,2024-08-06,2024-08-15
874,1,3029,treatment,2024-08-06,2024-08-08
875,1,25667,control,2024-08-03,2024-08-14
876,1,13752,treatment,2024-08-05,2024-08-05
877,1,23700,control,2024-08-05,2024-08-09
878,1,23903,treatment,2024-08-02,2024-08-12
879,1,25358,control,2024-08-06,2024-08-15
880,1,25112,treatment,2024-08-01,2024-08-10
881,1,11185,control,2024-08-01,2024-08-02
882,1,1916,treatment,2024-08-05,2024-08-11
883,1,2528,control,2024-08-05,2024-08-09
884,1,22545,treatment,2024-08-06,2024-08-19
885,1,1117,control,2024-08-06,2024-08-14
886,1,13001,treatment,2024-08-04,2024-08-10
887,1,13619,control,2024-08-02,2024-08-15
888,1,25589,treatment,2024-08-04,2024-08-14
889,1,2270,control,2024-08-01,2024-08-11
890,1,7319,treatment,2024-08-05,2024-08-17
891,1,15523,control,2024-08-03,2024-08-10
892,1,5158,treatment,2024-08-02,2024-08-08
893,1,12475,control,2024-08-04,2024-08-10
894,1,8921,treatment,2024-08-07,2024-08-11
895,1,6982,control,2024-08-05,2024-08-15
896,1,20065,treatment,2024-08-03,2024-08-04
897,1,14260,control,2024-08-03,2024-08-13
898,1,11353,treatment,2024-08-05,2024-08-06
899,1,5834,control,2024-08-05,2024-08-10
900,1,11648,treatment,2024-08-01,2024-08-12
901,1,22491,control,2024-08-04,2024-08-11
902,1,17639,treatment,2024-08-07,2024-08-19
903,1,17011,control,2024-08-05,2024-08-10
904,1,17410,treatment,2024-08-07,2024-08-09
905,1,946,control,2024-08-03,2024-08-05
906,1,11676,treatment,2024-08-03,2024-08-10
907,1,9286,control,2024-08-06,2024-08-06
908,1,449,treatment,2024-08-06,2024-08-15
909,1,24525,control,2024-08-03,2024-08-15
910,1,9339,treatment,2024-08-01,2024-08-05
911,1,4180,control,2024-08-01,2024-08-08
912,1,7005,treatment,2024-08-02,2024-08-09
913,1,7779,control,2024-08-06,2024-08-18
914,1,23200,treatment,2024-08-04,2024-08-15
915,1,18754,control,2024-08-07,2024-08-13
916,1,7899,treatment,2024-08-07,2024-08-12
917,1,13337,control,2024-08-07,2024-08-14
918,1,22978,treatment,2024-08-03,2024-08-07
919,1,15004,control,2024-08-02,2024-08-03
920,1,5252,treatment,2024-08-02,2024-08-13
921,1,15322,control,2024-08-07,2024-08-13
922,1,16072,treatment,2024-08-06,2024-08-10
923,1,25717,control,2024-08-05,2024-08-16
924,1,17808,treatment,2024-08-07,2024-08-20
925,1,1024,control,2024-08-05,2024-08-15
926,1,8412,treatment,2024-08-02,2024-08-04
927,1,19962,control,2024-08-07,2024-08-07
928,1,19961,treatment,2024-08-06,2024-08-08
929,1,9926,control,2024-08-06,2024-08-11
930,1,16,treatment,2024-08-03,2024-08-07
931,1,18368,control,2024-08-07,2024-08-10
932,1,476,treatment,2024-08-03,2024-08-10
933,1,790,control,2024-08-04,2024-08-10
934,1,23424,treatment,2024-08-02,2024-08-11
935,1,9497,control,2024-08-07,2024-08-13
936,1,26198,treatment,2024-08-02,2024-08-06
937,1,13810,control,2024-08-02,2024-08-06
938,1,6629,treatment,2024-08-03,2024-08-09
939,1,7454,control,2024-08-07,2024-08-20
940,1,24505,treatment,2024-08-06,2024-08-19
941,1,16272,control,2024-08-05,2024-08-13
942,1,10449,treatment,2024-08-06,2024-08-11
943,1,18353,control,2024-08-07,2024-08-10
944,1,24771,treatment,2024-08-03,2024-08-14
945,1,7714,control,2024-08-01,2024-08-13
946,1,23900,treatment,2024-08-05,2024-08-17
947,1,25263,control,2024-08-03,2024-08-16
948,1,19336,treatment,2024-08-01,2024-08-07
949,1,13428,control,2024-08-06,2024-08-09
950,1,6532,treatment,2024-08-07,2024-08-16
951,1,21764,control,2024-08-02,2024-08-11
952,1,2244,treatment,2024-08-07,2024-08-15
953,1,19909,control,2024-08-03,2024-08-08
954,1,22501,treatment,2024-08-01,2024-08-09
955,1,19128,control,2024-08-02,2024-08-13
956,1,15357,treatment,2024-08-07,2024-08-09
957,1,2869,control,2024-08-02,2024-08-08
958,1,14397,treatment,2024-08-05,2024-08-05
959,1,1096,control,2024-08-04,2024-08-14
960,1,22586,treatment,2024-08-03,2024-08-04
961,1,19800,control,2024-08-02,2024-08-06
962,1,24561,treatment,2024-08-01,2024-08-14
963,1,19042,control,2024-08-07,2024-08-16
964,1,5296,treatment,2024-08-04,2024-08-07
965,1,22122,control,2024-08-03,2024-08-10
966,1,4647,treatment,2024-08-05,2024-08-09
967,1,3188,control,2024-08-05,2024-08-15
968,1,26260,treatment,2024-08-07,2024-08-11
969,1,15161,control,2024-08-01,2024-08-06
970,1,26519,treatment,2024-08-03,2024-08-11
971,1,23390,control,2024-08-07,2024-08-18
972,1,21200,treatment,2024-08-05,2024-08-07
973,1,25531,control,2024-08-05,2024-08-15
974,1,2711,treatment,2024-08-01,2024-08-04
975,1,12592,control,2024-08-03,2024-08-04
976,1,3425,treatment,2024-08-05,2024-08-07
977,1,20901,control,2024-08-03,2024-08-06
978,1,15226,treatment,2024-08-03,2024-08-10
979,1,123,control,2024-08-01,2024-08-06
980,1,26521,treatment,2024-08-04,2024-08-09
981,1,7644,control,2024-08-04,2024-08-10
982,1,10428,treatment,2024-08-07,2024-08-17
983,1,3699,control,2024-08-01,2024-08-12
984,1,19570,treatment,2024-08-02,2024-08-11
985,1,7281,control,2024-08-06,2024-08-12
986,1,124,treatment,2024-08-07,2024-08-18
987,1,15192,control,2024-08-05,2024-08-17
988,1,1927,treatment,2024-08-01,2024-08-08
989,1,12994,control,2024-08-06,2024-08-10
990,1,4188,treatment,2024-08-07,2024-08-11
991,1,9666,control,2024-08-07,2024-08-18
992,1,26480,treatment,2024-08-04,2024-08-17
993,1,7520,control,2024-08-03,2024-08-15
994,1,25457,treatment,2024-08-01,2024-08-06
995,1,17159,control,2024-08-01,2024-08-07
996,1,4105,treatment,2024-08-01,2024-08-01
997,1,22848,control,2024-08-05,2024-08-06
998,1,3596,treatment,2024-08-01,2024-08-05
999,1,7209,control,2024-08-07,2024-08-11
1000,1,24252,treatment,2024-08-02,2024-08-05
1001,1,25086,control,2024-08-04,2024-08-12
1002,1,18274,treatment,2024-08-02,2024-08-08
1003,1,16928,control,2024-08-04,2024-08-06
1004,1,5969,treatment,2024-08-05,2024-08-17
1005,1,24432,control,2024-08-03,2024-08-08
1006,1,13510,treatment,2024-08-07,2024-08-20
1007,1,5833,control,2024-08-03,2024-08-15
1008,1,17204,treatment,2024-08-02,2024-08-07
1009,1,21731,control,2024-08-05,2024-08-06
1010,1,8534,treatment,2024-08-02,2024-08-15
1011,1,19327,control,2024-08-04,2024-08-09
1012,1,5725,treatment,2024-08-07,2024-08-10
1013,1,9133,control,2024-08-07,2024-08-10
1014,1,3227,treatment,2024-08-07,2024-08-18
1015,1,5070,control,2024-08-06,2024-08-09
1016,1,3612,treatment,2024-08-04,2024-08-08
1017,1,1324,control,2024-08-02,2024-08-10
1018,1,2636,treatment,2024-08-01,2024-08-04
1019,1,25160,control,2024-08-03,2024-08-12
1020,1,22156,treatment,2024-08-02,2024-08-02
1021,1,17871,control,2024-08-07,2024-08-19
1022,1,5044,treatment,2024-08-02,2024-08-14
1023,1,879,control,2024-08-06,2024-08-09
1024,1,17809,treatment,2024-08-04,2024-08-13
1025,1,21830,control,2024-08-06,2024-08-12
1026,1,10931,treatment,2024-08-02,2024-08-07
1027,1,11698,control,2024-08-02,2024-08-08
1028,1,1206,treatment,2024-08-02,2024-08-08
1029,1,14531,control,2024-08-04,2024-08-13
1030,1,25794,treatment,2024-08-02,2024-08-07
1031,1,15297,control,2024-08-01,2024-08-03
1032,1,3052,treatment,2024-08-06,2024-08-09
1033,1,17717,control,2024-08-07,2024-08-16
1034,1,25433,treatment,2024-08-06,2024-08-13
1035,1,8961,control,2024-08-07,2024-08-16
1036,1,23205,treatment,2024-08-03,2024-08-03
1037,1,25286,control,2024-08-01,2024-08-06
1038,1,12345,treatment,2024-08-01,2024-08-11
1039,1,15470,control,2024-08-02,2024-08-11
1040,1,327,treatment,2024-08-03,2024-08-03
1041,1,4307,control,2024-08-04,2024-08-05
1042,1,20235,treatment,2024-08-05,2024-08-12
1043,1,20426,control,2024-08-01,2024-08-07
1044,1,1151,treatment,2024-08-03,2024-08-09
1045,1,597,control,2024-08-01,2024-08-13
1046,1,21185,treatment,2024-08-03,2024-08-07
1047,1,1888,control,2024-08-06,2024-08-19
1048,1,4661,treatment,2024-08-01,2024-08-08
1049,1,12146,control,2024-08-03,2024-08-07
1050,1,12800,treatment,2024-08-03,2024-08-09
1051,1,26271,control,2024-08-02,2024-08-12
1052,1,19007,treatment,2024-08-05,2024-08-13
1053,1,15366,control,2024-08-01,2024-08-07
1054,1,21063,treatment,2024-08-04,2024-08-09
1055,1,376,control,2024-08-04,2024-08-17
1056,1,14964,treatment,2024-08-01,2024-08-03
1057,1,19034,control,2024-08-01,2024-08-13
